Source,Target,Type,Weight
fuiste,machista,Undirected,1
machista,mezquino,Undirected,1
mezquino,ex,Undirected,1
ex,esposa,Undirected,1
esposa,dime,Undirected,1
dime,jactas,Undirected,1
jactas,diré,Undirected,1
diré,careces,Undirected,1
kendrys,silva,Undirected,1
silva,kaki,Undirected,1
kaki,rivero,Undirected,1
rivero,diego,Undirected,1
diego,osio,Undirected,1
osio,josé,Undirected,1
josé,luis,Undirected,1
luis,granados,Undirected,1
granados,richard,Undirected,1
richard,figueroa,Undirected,1
figueroa,andrés,Undirected,1
andrés,montero,Undirected,1
montero,wilmar,Undirected,1
wilmar,gonzález,Undirected,1
gonzález,aguinaga,Undirected,1
aguinaga,recontra,Undirected,1
recontra,equipazo,Undirected,1
vox,cumple,Undirected,1
cumple,intenta,Undirected,1
intenta,sacar,Undirected,1
sacar,promete,Undirected,1
promete,sentarse,Undirected,1
sentarse,esperar,Undirected,1
esperar,escandalizarse,Undirected,1
escandalizarse,cínicos,Undirected,1
cínicos,espalda,Undirected,1
espalda,vox,Undirected,1
vox,note,Undirected,1
note,motivo,Undirected,1
motivo,firmes,Undirected,1
firmes,hablar,Undirected,1
hablar,urnas,Undirected,1
urnas,dejo,Undirected,1
dejo,engañar,Undirected,1
terminen,mirar,Undirected,1
mirar,gallardo,Undirected,2
vs,messi,Undirected,10
federico,perro,Undirected,1
perro,ultra,Undirected,1
ultra,derecha,Undirected,3
viene,enfrentamiento,Undirected,1
enfrentamiento,cristiano,Undirected,1
ronaldo,vs,Undirected,1
vs,lionel,Undirected,1
lionel,messi,Undirected,5
messi,situaciones,Undirected,1
situaciones,psg,Undirected,1
psg,debuta,Undirected,1
debuta,arabia,Undirected,1
arabia,marcelo,Undirected,1
gallardo,dt,Undirected,17
dt,combinado,Undirected,1
combinado,arabe,Undirected,1
arabe,ronaldo,Undirected,1
ronaldo,messi,Undirected,1
bosta,gallardo,Undirected,1
gallardo,conjunto,Undirected,1
conjunto,deportivo,Undirected,1
deportivo,river,Undirected,1
river,quiero,Undirected,1
quiero,arrancar,Undirected,1
arrancar,ojos,Undirected,1
creer,qué,Undirected,1
qué,x,Undirected,1
x,lionel,Undirected,1
lionel,ney,Undirected,1
ney,pity,Undirected,1
gallardo,cancha,Undirected,5
miseria,intelectual,Undirected,1
intelectual,falsos,Undirected,1
falsos,patriotas,Undirected,1
polémico,protocolo,Undirected,2
protocolo,antiaborto,Undirected,4
antiaborto,vox,Undirected,5
vox,castilla,Undirected,12
león,levantado,Undirected,2
levantado,enorme,Undirected,2
enorme,polvareda,Undirected,2
polvareda,análisis,Undirected,2
análisis,paradoja,Undirected,2
paradoja,aborto,Undirected,2
aborto,españa,Undirected,5
españa,cae,Undirected,2
cae,ley,Undirected,2
ley,facilita,Undirected,2
facilita,interrumpir,Undirected,2
interrumpir,embarazo,Undirected,4
curantito,anal,Undirected,1
amistoso,nomás,Undirected,1
nomás,calculo,Undirected,1
calculo,club,Undirected,1
club,europa,Undirected,1
europa,contratar,Undirected,1
contratar,gallardo,Undirected,1
molesta,realidad,Undirected,1
realidad,tolerable,Undirected,1
tolerable,vulneren,Undirected,1
vulneren,ddhh,Undirected,1
ddhh,reales,Undirected,1
reales,vida,Undirected,1
vida,hijo,Undirected,1
hijo,vientre,Undirected,2
vientre,derecho,Undirected,1
derecho,de,Undirected,2
de,permitieron,Undirected,1
permitieron,aborto,Undirected,1
españa,llevados,Undirected,1
llevados,justicia,Undirected,1
justicia,encarcelados,Undirected,1
ve,plumero,Undirected,4
plumero,moderados,Undirected,1
aproveche,pasar,Undirected,1
pasar,calle,Undirected,1
calle,génova,Undirected,1
génova,darán,Undirected,1
darán,carnet,Undirected,1
carnet,pp,Undirected,1
sucede,derecha,Undirected,1
derecha,centro,Undirected,2
centro,liberal,Undirected,1
liberal,simplemente,Undirected,1
simplemente,ideología,Undirected,1
ideología,política,Undirected,2
política,quiero,Undirected,1
quiero,estudiar,Undirected,1
estudiar,culminar,Undirected,1
culminar,carrera,Undirected,1
carrera,universitaria,Undirected,3
universitaria,constitución,Undirected,1
constitución,demanda,Undirected,1
demanda,respeto,Undirected,1
respeto,igualdad,Undirected,5
igualdad,ideología,Undirected,1
política,educación,Undirected,1
educación,respeto,Undirected,1
respeto,orden,Undirected,1
orden,interno,Undirected,1
alejados,marxismo,Undirected,1
marxismo,estáis,Undirected,1
país,investigarán,Undirected,1
investigarán,ley,Undirected,1
ley,malversacion,Undirected,1
malversacion,terrible,Undirected,1
terrible,daño,Undirected,1
daño,franquistas,Undirected,1
franquistas,pp,Undirected,2
pp,delkader,Undirected,1
delkader,cebrian,Undirected,1
cebrian,causantes,Undirected,1
causantes,quiebra,Undirected,1
quiebra,prisa,Undirected,1
prisa,firmando,Undirected,1
firmando,papelucho,Undirected,1
papelucho,atacando,Undirected,1
atacando,gobierno,Undirected,1
gobierno,rosa,Undirected,1
rosa,savater,Undirected,1
savater,periódico,Undirected,1
periódico,definirse,Undirected,1
ocúpate,verguenza,Undirected,1
verguenza,pp,Undirected,1
años,gallardo,Undirected,3
gallardo,vuelve,Undirected,8
dirigir,pity,Undirected,8
pity,martinez,Undirected,33
política,internacional,Undirected,1
internacional,occidental,Undirected,1
occidental,roña,Undirected,1
roña,globalismo,Undirected,1
globalismo,impide,Undirected,1
impide,sinceridad,Undirected,1
sinceridad,hora,Undirected,1
hora,cosas,Undirected,1
cosas,claras,Undirected,2
claras,virus,Undirected,1
virus,políticamente,Undirected,1
políticamente,interesado,Undirected,1
interesado,realidad,Undirected,1
realidad,social,Undirected,1
social,importa,Undirected,1
estercolero,mediático,Undirected,1
mediático,izquierda,Undirected,1
izquierda,manipulando,Undirected,1
manipulando,mintiendo,Undirected,1
sorprendido,medios,Undirected,1
medios,personas,Undirected,2
personas,comporten,Undirected,1
comporten,desmesurada,Undirected,1
desmesurada,actitud,Undirected,1
actitud,vox,Undirected,1
vox,provida,Undirected,1
provida,increíble,Undirected,1
pp,denuncia,Undirected,1
denuncia,gobierno,Undirected,1
gobierno,rechaza,Undirected,2
rechaza,pactar,Undirected,1
pactar,decreto,Undirected,2
decreto,anticrisis,Undirected,3
anticrisis,pide,Undirected,1
pide,recapacite,Undirected,1
viviría,hungría,Undirected,1
hungría,compara,Undirected,1
compara,cuba,Undirected,1
cuba,cara,Undirected,1
cara,visible,Undirected,1
visible,programa,Undirected,1
años,hermosa,Undirected,1
hermosa,historia,Undirected,1
historia,acabo,Undirected,1
acabo,imaginar,Undirected,1
imaginar,pity,Undirected,1
pity,gol,Undirected,1
gol,madrid,Undirected,2
quería,gallardo,Undirected,1
bajaron,micro,Undirected,1
micro,marcelo,Undirected,1
daniel,muñeco,Undirected,1
muñeco,gallardo,Undirected,26
gallardo,flaco,Undirected,1
flaco,modelo,Undirected,1
modelo,años,Undirected,1
años,calvin,Undirected,1
calvin,klein,Undirected,1
ataque,frontal,Undirected,1
frontal,libertad,Undirected,1
libertad,expresión,Undirected,15
disculpen,juega,Undirected,1
juega,equipo,Undirected,4
equipo,marcelo,Undirected,3
gallardo,abz,Undirected,1
ponen,titular,Undirected,1
titular,ospina,Undirected,1
ospina,roto,Undirected,1
silencio,dirige,Undirected,2
dirige,gallardo,Undirected,12
dt,cristiano,Undirected,4
martinez,juega,Undirected,1
juega,messi,Undirected,9
messi,ok,Undirected,1
único,logro,Undirected,1
caballero,cerca,Undirected,1
cerca,golpea,Undirected,1
golpea,hombre,Undirected,1
hombre,corre,Undirected,1
corre,riesgo,Undirected,2
riesgo,chica,Undirected,1
chica,golpe,Undirected,1
golpe,defenderla,Undirected,1
defenderla,diga,Undirected,1
diga,pegar,Undirected,1
pegar,pareja,Undirected,1
martinez,desp,Undirected,1
estudien,castellano,Undirected,1
castellano,cataluña,Undirected,2
viva,dictadura,Undirected,1
dictadura,comunista,Undirected,3
comunista,opinión,Undirected,1
opinión,correcta,Undirected,1
correcta,amado,Undirected,1
amado,líder,Undirected,1
líder,partido,Undirected,2
jajejijoju,decíle,Undirected,1
decíle,sirve,Undirected,1
sirve,pensar,Undirected,1
pensar,mocoso,Undirected,1
mocoso,gallardo,Undirected,1
falta,juanfer,Undirected,1
juanfer,eh,Undirected,1
mujer,demonio,Undirected,1
partido,historia,Undirected,1
historia,abrazo,Undirected,1
abrazo,gallardo,Undirected,2
messi,acv,Undirected,1
consejero,legal,Undirected,1
firmamos,convenio,Undirected,1
convenio,marco,Undirected,1
marco,uagrm,Undirected,1
uagrm,gobierno,Undirected,1
gobierno,autónomo,Undirected,1
autónomo,municipal,Undirected,1
municipal,montero,Undirected,1
montero,permitirá,Undirected,1
permitirá,estudiantes,Undirected,1
estudiantes,de,Undirected,1
de,autopublicado,Undirected,1
autopublicado,facebook,Undirected,1
facebook,vicente,Undirected,1
vicente,cuellar,Undirected,1
olona,jaja,Undirected,1
jaja,vivo,Undirected,1
vivo,barrio,Undirected,1
barrio,pilar,Undirected,1
pilar,ayuso,Undirected,1
ayuso,cosa,Undirected,1
cosa,problema,Undirected,1
problema,pp,Undirected,2
pp,nacional,Undirected,1
nacional,giros,Undirected,1
giros,raros,Undirected,1
raros,izquierda,Undirected,1
izquierda,monasterio,Undirected,1
monasterio,planta,Undirected,1
planta,cara,Undirected,1
cara,izquierda,Undirected,1
trampas,derecha,Undirected,1
derecha,aborto,Undirected,2
aborto,aborto,Undirected,4
aborto,divorcio,Undirected,1
divorcio,matrimoniohomosexual,Undirected,1
fans,ciegos,Undirected,1
ciegos,pelotudos,Undirected,1
pelotudos,mundo,Undirected,1
mundo,problema,Undirected,1
problema,acá,Undirected,1
acá,pedo,Undirected,1
cateto,boina,Undirected,1
boina,puesta,Undirected,1
meten,susto,Undirected,1
susto,miedo,Undirected,1
rico,sanguijuela,Undirected,1
sanguijuela,erario,Undirected,1
erario,público,Undirected,2
diputada,pt,Undirected,1
pt,desarrollen,Undirected,1
desarrollen,comparecencias,Undirected,1
comparecencias,trabajará,Undirected,1
trabajará,aprobar,Undirected,1
aprobar,pleno,Undirected,1
pleno,leymonzon,Undirected,1
leymonzon,iniciar,Undirected,1
iniciar,diálogos,Undirected,1
diálogos,despenalización,Undirected,1
despenalización,aborto,Undirected,3
aborto,ambasmanos,Undirected,1
llegar,casa,Undirected,3
casa,recogí,Undirected,1
recogí,basura,Undirected,1
basura,libro,Undirected,1
libro,cuentos,Undirected,1
cuentos,mortal,Undirected,1
mortal,sonaba,Undirected,1
sonaba,autor,Undirected,1
autor,veo,Undirected,1
veo,coincido,Undirected,1
coincido,relata,Undirected,1
relata,guardaespaldas,Undirected,1
guardaespaldas,deseará,Undirected,1
deseará,muerte,Undirected,1
muerte,hombre,Undirected,1
hombre,protege,Undirected,1
protege,medicina,Undirected,1
mañueco,aumenta,Undirected,1
aumenta,listas,Undirected,1
listas,espera,Undirected,13
decis,hicisteis,Undirected,1
hicisteis,paracuellos,Undirected,1
paracuellos,asesinando,Undirected,1
asesinando,espalda,Undirected,1
espalda,malnacidos,Undirected,1
pity,juntos,Undirected,4
juntos,emociona,Undirected,1
emociona,partido,Undirected,1
entiendo,papa,Undirected,1
mañana,gallardo,Undirected,1
gallardo,relanzó,Undirected,1
relanzó,carrera,Undirected,1
carrera,cristiano,Undirected,1
cristiano,mejoró,Undirected,1
mejoró,jugador,Undirected,1
faltes,respeto,Undirected,1
respeto,ofendas,Undirected,1
ofendas,retratas,Undirected,1
retratas,vemos,Undirected,1
vemos,católico,Undirected,1
católico,respeto,Undirected,1
respeto,perdón,Undirected,1
perdón,católico,Undirected,1
católico,voto,Undirected,1
voto,pp,Undirected,6
pp,católica,Undirected,1
católica,seguir,Undirected,1
seguir,votándole,Undirected,1
votándole,ofendes,Undirected,1
indignados,asustados,Undirected,1
asustados,dialogan,Undirected,1
dialogan,quieren,Undirected,1
quieren,solucionar,Undirected,1
solucionar,quieren,Undirected,1
quieren,intereses,Undirected,1
intereses,politicos,Undirected,1
fenomenal,plan,Undirected,1
plan,fomento,Undirected,1
fomento,natalidad,Undirected,1
natalidad,castilla,Undirected,2
león,centra,Undirected,1
centra,evitar,Undirected,1
evitar,abortos,Undirected,3
imaginate,mayo,Undirected,1
mayo,decían,Undirected,1
decían,años,Undirected,1
años,messi,Undirected,1
messi,iba,Undirected,1
iba,jugando,Undirected,1
jugando,psg,Undirected,1
psg,partido,Undirected,1
partido,equipo,Undirected,2
equipo,árabe,Undirected,3
árabe,juega,Undirected,1
juega,cristiano,Undirected,2
ronaldo,dirigido,Undirected,7
dirigido,marcelo,Undirected,5
gallardo,ooc,Undirected,1
ooc,pasando,Undirected,1
pp,concreto,Undirected,1
concreto,incendiar,Undirected,1
incendiar,cataluña,Undirected,1
cataluña,chulearon,Undirected,1
chulearon,referéndum,Undirected,1
referéndum,declaración,Undirected,1
declaración,independencia,Undirected,1
independencia,aumentar,Undirected,1
aumentar,exponencialmente,Undirected,1
exponencialmente,cifras,Undirected,1
cifras,independentistas,Undirected,1
independentistas,parar,Undirected,1
país,lleno,Undirected,1
lleno,perroflautas,Undirected,1
sucesivo,pp,Undirected,1
pp,favor,Undirected,3
favor,pp,Undirected,2
pp,pputrefacto,Undirected,1
pputrefacto,ppartío,Undirected,1
ppartío,ppodrío,Undirected,1
ppodrío,versus,Undirected,1
versus,dessmerito,Undirected,1
dessmerito,fugao,Undirected,1
fugao,ladrón,Undirected,1
ladrón,corruppto,Undirected,1
corruppto,evassor,Undirected,1
evassor,sinvergüenza,Undirected,1
sinvergüenza,follador,Undirected,1
follador,inmundicia,Undirected,1
inmundicia,chuzzma,Undirected,1
chuzzma,indigente,Undirected,1
indigente,moral,Undirected,1
moral,alimaña,Undirected,1
alimaña,degenerao,Undirected,1
degenerao,autogolppissta,Undirected,1
autogolppissta,mataelefantes,Undirected,1
mataelefantes,inmundicia,Undirected,1
inmundicia,mentiroso,Undirected,1
mentiroso,escoria,Undirected,1
escoria,social,Undirected,2
social,chuzzma,Undirected,1
mujer,profesión,Undirected,1
profesión,vive,Undirected,1
vive,rivas,Undirected,1
rivas,convierte,Undirected,1
convierte,vecina,Undirected,1
espn,serio,Undirected,1
serio,piensa,Undirected,2
piensa,importa,Undirected,1
importa,gallardo,Undirected,1
vs,ronaldo,Undirected,4
callar,entren,Undirected,1
entren,cárcel,Undirected,1
cárcel,has,Undirected,1
has,sacado,Undirected,1
sacado,pedazo,Undirected,1
pedazo,escoria,Undirected,1
jajaja,iguales,Undirected,1
iguales,mandan,Undirected,1
mandan,imagen,Undirected,1
imagen,virola,Undirected,1
liado,sánchez,Undirected,1
sánchez,cyl,Undirected,1
próximamente,interminables,Undirected,1
interminables,listas,Undirected,1
listas,imputados,Undirected,1
imputados,corrupción,Undirected,2
aguante,messi,Undirected,1
problema,problema,Undirected,2
problema,medios,Undirected,1
medios,comunicación,Undirected,14
comunicación,comprados,Undirected,1
comprados,medios,Undirected,1
comunicación,peperos,Undirected,1
peperos,maricarmen,Undirected,1
stand,dedicado,Undirected,1
dedicado,turismo,Undirected,1
turismo,bulo,Undirected,1
bulo,fitur,Undirected,1
significa,mina,Undirected,1
mina,hijo,Undirected,1
hijo,aborto,Undirected,1
aborto,casos,Undirected,3
casos,puntuales,Undirected,1
puntuales,fuerza,Undirected,1
financiación,cortad,Undirected,1
cortad,puñetera,Undirected,1
puñetera,financiación,Undirected,1
representación,política,Undirected,2
política,diputado,Undirected,1
diputado,alzira,Undirected,1
alzira,diputado,Undirected,1
diputado,benidorm,Undirected,1
benidorm,diputado,Undirected,1
diputado,zonas,Undirected,1
zonas,habitantes,Undirected,1
habitantes,tarea,Undirected,1
tarea,ponerlo,Undirected,1
ponerlo,sep,Undirected,1
sep,poderes,Undirected,1
poderes,independencia,Undirected,1
independencia,judicial,Undirected,2
judicial,españa,Undirected,1
españa,autodestrucción,Undirected,1
autodestrucción,aprieten,Undirected,1
aprieten,gente,Undirected,1
volver,gallardo,Undirected,1
martinez,años,Undirected,1
años,sentimiento,Undirected,1
sentimiento,unico,Undirected,1
unico,riverplatenses,Undirected,1
proyecto,trabaja,Undirected,1
trabaja,igualdad,Undirected,1
igualdad,oportunidades,Undirected,10
oportunidades,personas,Undirected,1
personas,distintos,Undirected,1
distintos,ámbitos,Undirected,1
ámbitos,sociedad,Undirected,1
sociedad,analizado,Undirected,1
analizado,accesibilidad,Undirected,1
accesibilidad,videojuegos,Undirected,1
puedes,consultar,Undirected,1
consultar,catálogo,Undirected,1
catálogo,videojuegos,Undirected,1
videojuegos,opción,Undirected,1
opción,búsqueda,Undirected,1
búsqueda,tipo,Undirected,1
tipo,discapacidad,Undirected,1
acordáis,palabras,Undirected,1
palabras,irene,Undirected,1
montero,niños,Undirected,1
niños,relaciones,Undirected,1
relaciones,sexuales,Undirected,3
sexuales,dé,Undirected,1
dé,gana,Undirected,1
gana,basadas,Undirected,1
basadas,consentimiento,Undirected,1
consentimiento,irenemonteroaprision,Undirected,1
irenemonteroaprision,ilegalizarpodemos,Undirected,1
salió,carmenazo,Undirected,1
carmenazo,pretende,Undirected,1
estuviera,gobierno,Undirected,1
gobierno,básico,Undirected,1
básico,mayoría,Undirected,1
mayoría,psoe,Undirected,1
psoe,hubiera,Undirected,1
hubiera,mitad,Undirected,1
mitad,leyes,Undirected,1
leyes,políticas,Undirected,1
políticas,progresistas,Undirected,1
re,espero,Undirected,1
espero,pity,Undirected,1
pity,mande,Undirected,1
mande,gallardo,Undirected,1
messi,pity,Undirected,14
totalmente,pactar,Undirected,1
pactar,negociar,Undirected,1
negociar,dejarse,Undirected,1
dejarse,engañar,Undirected,1
ayñ,favor,Undirected,1
favor,aborto,Undirected,12
aborto,perra,Undirected,1
perra,bebé,Undirected,1
dt,nassr,Undirected,1
nassr,qué,Undirected,1
qué,lindo,Undirected,2
jujajajajajaj,aborto,Undirected,1
aborto,perdió,Undirected,2
perdió,vieja,Undirected,1
tuitazo,mayúsculas,Undirected,1
mayúsculas,bravo,Undirected,1
bravo,crack,Undirected,1
team,gallardo,Undirected,1
gallardo,perdón,Undirected,1
perdón,messi,Undirected,2
messi,amo,Undirected,2
pp,reparten,Undirected,1
reparten,jueces,Undirected,1
jueces,protegen,Undirected,1
protegen,pedro,Undirected,1
sánchez,temáis,Undirected,1
temáis,traidores,Undirected,1
traidores,cara,Undirected,1
cara,temed,Undirected,1
temed,traidores,Undirected,1
traidores,hipócritas,Undirected,1
hipócritas,militan,Undirected,1
militan,pp,Undirected,1
mbappé,vs,Undirected,8
cristiano,gallardo,Undirected,21
forma,arrancar,Undirected,1
arrancar,messi,Undirected,1
cristiano,neymar,Undirected,3
neymar,gallardo,Undirected,3
juntos,partido,Undirected,2
partido,felicidad,Undirected,1
tantos,años,Undirected,2
dirigir,biscay,Undirected,1
puebla,retomará,Undirected,2
retomará,diputada,Undirected,2
diputada,despenalización,Undirected,2
aborto,puebla,Undirected,2
puebla,abortolegal,Undirected,2
juntos,mimo,Undirected,1
lindo,gallardo,Undirected,1
dirigir,devuelta,Undirected,1
devuelta,pity,Undirected,1
video,denuncia,Undirected,1
denuncia,falsa,Undirected,1
altura,mpuntorajoy,Undirected,1
charlas,pre,Undirected,1
