Source,Target,Type
molesta,realidad,Undirected
realidad,tolerable,Undirected
tolerable,vulneren,Undirected
vulneren,ddhh,Undirected
ddhh,reales,Undirected
reales,vida,Undirected
vida,hijo,Undirected
hijo,vientre,Undirected
vientre,derecho,Undirected
derecho,d,Undirected
d,permitieron,Undirected
permitieron,aborto,Undirected
aborto,españa,Undirected
españa,llevados,Undirected
llevados,justicia,Undirected
justicia,encarcelados,Undirected
ve,plumero,Undirected
plumero,moderados,Undirected
aproveche,pasar,Undirected
pasar,calle,Undirected
calle,génova,Undirected
génova,darán,Undirected
darán,carnet,Undirected
carnet,pp,Undirected
sucede,derecha,Undirected
derecha,centro,Undirected
centro,liberal,Undirected
liberal,simplemente,Undirected
simplemente,ideología,Undirected
ideología,política,Undirected
política,quiero,Undirected
quiero,estudiar,Undirected
estudiar,culminar,Undirected
culminar,carrera,Undirected
carrera,universitaria,Undirected
universitaria,constitución,Undirected
constitución,demanda,Undirected
demanda,respeto,Undirected
respeto,igualdad,Undirected
igualdad,ideología,Undirected
ideología,política,Undirected
política,educación,Undirected
educación,respeto,Undirected
respeto,orden,Undirected
orden,interno,Undirected
alejados,marxismo,Undirected
marxismo,estáis,Undirected
país,investigarán,Undirected
investigarán,ley,Undirected
ley,malversacion,Undirected
malversacion,terrible,Undirected
terrible,daño,Undirected
daño,franquistas,Undirected
franquistas,pp,Undirected
pp,delkader,Undirected
delkader,cebrian,Undirected
cebrian,causantes,Undirected
causantes,quiebra,Undirected
quiebra,prisa,Undirected
prisa,firmando,Undirected
firmando,papelucho,Undirected
papelucho,atacando,Undirected
atacando,gobierno,Undirected
gobierno,rosa,Undirected
rosa,savater,Undirected
savater,periódico,Undirected
periódico,definirse,Undirected
ocúpate,verguenza,Undirected
verguenza,pp,Undirected
años,gallardo,Undirected
gallardo,vuelve,Undirected
vuelve,dirigir,Undirected
dirigir,pity,Undirected
pity,martinez,Undirected
política,internacional,Undirected
internacional,occidental,Undirected
occidental,roña,Undirected
roña,globalismo,Undirected
globalismo,impide,Undirected
impide,sinceridad,Undirected
sinceridad,hora,Undirected
hora,cosas,Undirected
cosas,claras,Undirected
claras,virus,Undirected
virus,políticamente,Undirected
políticamente,interesado,Undirected
interesado,realidad,Undirected
realidad,social,Undirected
social,importa,Undirected
estercolero,mediático,Undirected
mediático,izquierda,Undirected
izquierda,manipulando,Undirected
manipulando,mintiendo,Undirected
sorprendido,medios,Undirected
medios,personas,Undirected
personas,comporten,Undirected
comporten,desmesurada,Undirected
desmesurada,actitud,Undirected
actitud,vox,Undirected
vox,provida,Undirected
provida,increíble,Undirected
pp,denuncia,Undirected
denuncia,gobierno,Undirected
gobierno,rechaza,Undirected
rechaza,pactar,Undirected
pactar,decreto,Undirected
decreto,anticrisis,Undirected
anticrisis,pide,Undirected
pide,recapacite,Undirected
viviría,hungría,Undirected
hungría,compara,Undirected
compara,cuba,Undirected
cuba,cara,Undirected
cara,visible,Undirected
visible,programa,Undirected
marcelo,gallardo,Undirected
gallardo,vuelve,Undirected
vuelve,dirigir,Undirected
dirigir,pity,Undirected
pity,años,Undirected
años,hermosa,Undirected
hermosa,historia,Undirected
historia,acabo,Undirected
acabo,imaginar,Undirected
imaginar,pity,Undirected
pity,gol,Undirected
gol,madrid,Undirected
quería,gallardo,Undirected
bajaron,micro,Undirected
micro,marcelo,Undirected
marcelo,daniel,Undirected
daniel,muñeco,Undirected
muñeco,gallardo,Undirected
gallardo,flaco,Undirected
flaco,modelo,Undirected
modelo,años,Undirected
años,calvin,Undirected
calvin,klein,Undirected
ataque,frontal,Undirected
frontal,libertad,Undirected
libertad,expresión,Undirected
disculpen,juega,Undirected
juega,equipo,Undirected
equipo,marcelo,Undirected
marcelo,daniel,Undirected
daniel,gallardo,Undirected
gallardo,abz,Undirected
ponen,titular,Undirected
titular,ospina,Undirected
ospina,roto,Undirected
silencio,dirige,Undirected
dirige,gallardo,Undirected
gallardo,dt,Undirected
dt,cristiano,Undirected
cristiano,pity,Undirected
pity,martinez,Undirected
martinez,juega,Undirected
juega,messi,Undirected
messi,ok,Undirected
único,logro,Undirected
logro,gallardo,Undirected
gallardo,dirigir,Undirected
caballero,cerca,Undirected
cerca,golpea,Undirected
golpea,hombre,Undirected
hombre,corre,Undirected
corre,riesgo,Undirected
riesgo,chica,Undirected
chica,golpe,Undirected
golpe,defenderla,Undirected
defenderla,diga,Undirected
diga,pegar,Undirected
pegar,pareja,Undirected
gallardo,vuelve,Undirected
vuelve,dirigir,Undirected
dirigir,pity,Undirected
pity,martinez,Undirected
martinez,desp,Undirected
dificultad,hijos,Undirected
hijos,estudien,Undirected
estudien,castellano,Undirected
castellano,cataluña,Undirected
viva,dictadura,Undirected
dictadura,comunista,Undirected
comunista,opinión,Undirected
opinión,correcta,Undirected
correcta,amado,Undirected
amado,líder,Undirected
líder,partido,Undirected
jajejijoju,decíle,Undirected
decíle,sirve,Undirected
sirve,pensar,Undirected
pensar,mocoso,Undirected
mocoso,gallardo,Undirected
falta,juanfer,Undirected
juanfer,eh,Undirected
mujer,demonio,Undirected
partido,historia,Undirected
historia,abrazo,Undirected
abrazo,gallardo,Undirected
gallardo,messi,Undirected
messi,acv,Undirected
consejero,legal,Undirected
firmamos,convenio,Undirected
convenio,marco,Undirected
marco,uagrm,Undirected
uagrm,gobierno,Undirected
gobierno,autónomo,Undirected
autónomo,municipal,Undirected
municipal,montero,Undirected
montero,permitirá,Undirected
permitirá,estudiantes,Undirected
estudiantes,d,Undirected
d,autopublicado,Undirected
autopublicado,facebook,Undirected
facebook,vicente,Undirected
vicente,cuellar,Undirected
olona,jaja,Undirected
jaja,vivo,Undirected
vivo,barrio,Undirected
barrio,pilar,Undirected
pilar,ayuso,Undirected
ayuso,cosa,Undirected
cosa,problema,Undirected
problema,pp,Undirected
pp,nacional,Undirected
nacional,giros,Undirected
giros,raros,Undirected
raros,izquierda,Undirected
izquierda,monasterio,Undirected
monasterio,planta,Undirected
planta,cara,Undirected
cara,izquierda,Undirected
trampas,derecha,Undirected
derecha,aborto,Undirected
aborto,aborto,Undirected
aborto,divorcio,Undirected
divorcio,matrimoniohomosexual,Undirected
fans,ciegos,Undirected
ciegos,pelotudos,Undirected
pelotudos,mundo,Undirected
mundo,problema,Undirected
problema,acá,Undirected
acá,pedo,Undirected
cateto,boina,Undirected
boina,puesta,Undirected
meten,susto,Undirected
susto,miedo,Undirected
rico,sanguijuela,Undirected
sanguijuela,erario,Undirected
erario,público,Undirected
diputada,pt,Undirected
pt,desarrollen,Undirected
desarrollen,comparecencias,Undirected
comparecencias,trabajará,Undirected
trabajará,aprobar,Undirected
aprobar,pleno,Undirected
pleno,leymonzon,Undirected
leymonzon,iniciar,Undirected
iniciar,diálogos,Undirected
diálogos,despenalización,Undirected
despenalización,aborto,Undirected
aborto,ambasmanos,Undirected
llegar,casa,Undirected
casa,recogí,Undirected
recogí,basura,Undirected
basura,libro,Undirected
libro,cuentos,Undirected
cuentos,mortal,Undirected
mortal,sonaba,Undirected
sonaba,autor,Undirected
autor,veo,Undirected
veo,coincido,Undirected
coincido,relata,Undirected
relata,guardaespaldas,Undirected
guardaespaldas,deseará,Undirected
deseará,muerte,Undirected
muerte,hombre,Undirected
hombre,protege,Undirected
protege,medicina,Undirected
mañueco,aumenta,Undirected
aumenta,listas,Undirected
listas,espera,Undirected
decis,hicisteis,Undirected
hicisteis,paracuellos,Undirected
paracuellos,asesinando,Undirected
asesinando,espalda,Undirected
espalda,malnacidos,Undirected
gallardo,pity,Undirected
pity,juntos,Undirected
juntos,emociona,Undirected
emociona,partido,Undirected
pp,vox,Undirected
vox,gobernar,Undirected
gobernar,españa,Undirected
españa,sacar,Undirected
sacar,frankestein,Undirected
frankestein,frankeatein,Undirected
frankeatein,vol,Undirected
vol,eta,Undirected
eta,gobernar,Undirected
gobernar,destrucción,Undirected
destrucción,españa,Undirected
entiendo,papa,Undirected
mañana,gallardo,Undirected
gallardo,relanzó,Undirected
relanzó,carrera,Undirected
carrera,cristiano,Undirected
cristiano,mejoró,Undirected
mejoró,jugador,Undirected
faltes,respeto,Undirected
respeto,ofendas,Undirected
ofendas,retratas,Undirected
retratas,vemos,Undirected
vemos,católico,Undirected
católico,respeto,Undirected
respeto,perdón,Undirected
perdón,católico,Undirected
católico,voto,Undirected
voto,pp,Undirected
pp,católica,Undirected
católica,seguir,Undirected
seguir,votándole,Undirected
votándole,ofendes,Undirected
indignados,asustados,Undirected
asustados,dialogan,Undirected
dialogan,quieren,Undirected
quieren,solucionar,Undirected
solucionar,quieren,Undirected
quieren,intereses,Undirected
intereses,politicos,Undirected
fenomenal,plan,Undirected
plan,fomento,Undirected
fomento,natalidad,Undirected
natalidad,castilla,Undirected
castilla,león,Undirected
león,centra,Undirected
centra,evitar,Undirected
evitar,abortos,Undirected
imaginate,mayo,Undirected
mayo,decían,Undirected
decían,años,Undirected
años,messi,Undirected
messi,iba,Undirected
iba,jugando,Undirected
jugando,psg,Undirected
psg,partido,Undirected
partido,equipo,Undirected
equipo,árabe,Undirected
árabe,juega,Undirected
juega,cristiano,Undirected
cristiano,ronaldo,Undirected
ronaldo,dirigido,Undirected
dirigido,marcelo,Undirected
marcelo,gallardo,Undirected
gallardo,ooc,Undirected
ooc,pasando,Undirected
pp,concreto,Undirected
concreto,incendiar,Undirected
incendiar,cataluña,Undirected
cataluña,chulearon,Undirected
chulearon,referéndum,Undirected
referéndum,declaración,Undirected
declaración,independencia,Undirected
independencia,aumentar,Undirected
aumentar,exponencialmente,Undirected
exponencialmente,cifras,Undirected
cifras,independentistas,Undirected
independentistas,parar,Undirected
país,lleno,Undirected
lleno,perroflautas,Undirected
sucesivo,pp,Undirected
pp,favor,Undirected
favor,pp,Undirected
pp,pputrefacto,Undirected
pputrefacto,ppartío,Undirected
ppartío,ppodrío,Undirected
ppodrío,versus,Undirected
versus,dessmerito,Undirected
dessmerito,fugao,Undirected
fugao,ladrón,Undirected
ladrón,corruppto,Undirected
corruppto,evassor,Undirected
evassor,sinvergüenza,Undirected
sinvergüenza,follador,Undirected
follador,inmundicia,Undirected
inmundicia,chuzzma,Undirected
chuzzma,indigente,Undirected
indigente,moral,Undirected
moral,alimaña,Undirected
alimaña,degenerao,Undirected
degenerao,autogolppissta,Undirected
autogolppissta,mataelefantes,Undirected
mataelefantes,inmundicia,Undirected
inmundicia,mentiroso,Undirected
mentiroso,escoria,Undirected
escoria,social,Undirected
social,chuzzma,Undirected
mujer,profesión,Undirected
profesión,vive,Undirected
vive,rivas,Undirected
rivas,convierte,Undirected
convierte,vecina,Undirected
espn,serio,Undirected
serio,piensa,Undirected
piensa,importa,Undirected
importa,gallardo,Undirected
gallardo,messi,Undirected
messi,vs,Undirected
vs,ronaldo,Undirected
pp,vox,Undirected
vox,gobernar,Undirected
gobernar,españa,Undirected
españa,sacar,Undirected
sacar,frankestein,Undirected
frankestein,frankeatein,Undirected
frankeatein,vol,Undirected
vol,eta,Undirected
eta,gobernar,Undirected
gobernar,destrucción,Undirected
destrucción,españa,Undirected
callar,entren,Undirected
entren,cárcel,Undirected
cárcel,has,Undirected
has,sacado,Undirected
sacado,pedazo,Undirected
pedazo,escoria,Undirected
jajaja,iguales,Undirected
iguales,mandan,Undirected
mandan,imagen,Undirected
imagen,virola,Undirected
liado,sánchez,Undirected
sánchez,cyl,Undirected
próximamente,interminables,Undirected
interminables,listas,Undirected
listas,imputados,Undirected
imputados,corrupción,Undirected
aguante,messi,Undirected
messi,gallardo,Undirected
problema,problema,Undirected
problema,medios,Undirected
medios,comunicación,Undirected
comunicación,comprados,Undirected
comprados,medios,Undirected
medios,comunicación,Undirected
comunicación,peperos,Undirected
peperos,maricarmen,Undirected
stand,dedicado,Undirected
dedicado,turismo,Undirected
turismo,bulo,Undirected
bulo,fitur,Undirected
significa,mina,Undirected
mina,hijo,Undirected
hijo,aborto,Undirected
aborto,casos,Undirected
casos,puntuales,Undirected
puntuales,fuerza,Undirected
financiación,cortad,Undirected
cortad,puñetera,Undirected
puñetera,financiación,Undirected
representación,política,Undirected
política,diputado,Undirected
diputado,alzira,Undirected
alzira,diputado,Undirected
diputado,benidorm,Undirected
benidorm,diputado,Undirected
diputado,zonas,Undirected
zonas,habitantes,Undirected
habitantes,tarea,Undirected
tarea,ponerlo,Undirected
ponerlo,sep,Undirected
sep,poderes,Undirected
poderes,independencia,Undirected
independencia,judicial,Undirected
judicial,españa,Undirected
españa,autodestrucción,Undirected
autodestrucción,aprieten,Undirected
aprieten,gente,Undirected
volver,gallardo,Undirected
gallardo,dirigir,Undirected
dirigir,pity,Undirected
pity,martinez,Undirected
martinez,años,Undirected
años,sentimiento,Undirected
sentimiento,unico,Undirected
unico,riverplatenses,Undirected
proyecto,trabaja,Undirected
trabaja,igualdad,Undirected
igualdad,oportunidades,Undirected
oportunidades,personas,Undirected
personas,distintos,Undirected
distintos,ámbitos,Undirected
ámbitos,sociedad,Undirected
sociedad,analizado,Undirected
analizado,accesibilidad,Undirected
accesibilidad,videojuegos,Undirected
puedes,consultar,Undirected
consultar,catálogo,Undirected
catálogo,videojuegos,Undirected
videojuegos,opción,Undirected
opción,búsqueda,Undirected
búsqueda,tipo,Undirected
tipo,discapacidad,Undirected
acordáis,palabras,Undirected
palabras,irene,Undirected
irene,montero,Undirected
montero,niños,Undirected
niños,relaciones,Undirected
relaciones,sexuales,Undirected
sexuales,dé,Undirected
dé,gana,Undirected
gana,basadas,Undirected
basadas,consentimiento,Undirected
consentimiento,irenemonteroaprision,Undirected
irenemonteroaprision,ilegalizarpodemos,Undirected
salió,carmenazo,Undirected
carmenazo,pretende,Undirected
estuviera,gobierno,Undirected
gobierno,básico,Undirected
básico,mayoría,Undirected
mayoría,psoe,Undirected
psoe,hubiera,Undirected
hubiera,mitad,Undirected
mitad,leyes,Undirected
leyes,políticas,Undirected
políticas,progresistas,Undirected
re,espero,Undirected
espero,pity,Undirected
pity,mande,Undirected
mande,gallardo,Undirected
gallardo,messi,Undirected
messi,pity,Undirected
totalmente,pactar,Undirected
pactar,negociar,Undirected
negociar,dejarse,Undirected
dejarse,engañar,Undirected
ayñ,favor,Undirected
favor,aborto,Undirected
aborto,perra,Undirected
perra,bebé,Undirected
gallardo,dt,Undirected
dt,nassr,Undirected
nassr,q,Undirected
q,lindo,Undirected
jujajajajajaj,aborto,Undirected
aborto,perdió,Undirected
perdió,vieja,Undirected
tuitazo,mayúsculas,Undirected
mayúsculas,bravo,Undirected
bravo,crack,Undirected
team,gallardo,Undirected
gallardo,perdón,Undirected
perdón,messi,Undirected
messi,amo,Undirected
pp,reparten,Undirected
reparten,jueces,Undirected
jueces,protegen,Undirected
protegen,pedro,Undirected
pedro,sánchez,Undirected
sánchez,temáis,Undirected
temáis,traidores,Undirected
traidores,cara,Undirected
cara,temed,Undirected
temed,traidores,Undirected
traidores,hipócritas,Undirected
hipócritas,militan,Undirected
militan,pp,Undirected
messi,neymar,Undirected
neymar,mbappé,Undirected
mbappé,vs,Undirected
vs,cristiano,Undirected
cristiano,gallardo,Undirected
gallardo,pity,Undirected
pity,martínez,Undirected
martínez,chico,Undirected
chico,pes,Undirected
pes,moviendo,Undirected
moviendo,jugadores,Undirected
jugadores,show,Undirected
show,time,Undirected
forma,arrancar,Undirected
arrancar,messi,Undirected
messi,cristiano,Undirected
cristiano,neymar,Undirected
neymar,gallardo,Undirected
gallardo,pity,Undirected
pity,juntos,Undirected
juntos,partido,Undirected
partido,felicidad,Undirected
tantos,años,Undirected
años,gallardo,Undirected
gallardo,dirigir,Undirected
dirigir,biscay,Undirected
puebla,retomará,Undirected
retomará,diputada,Undirected
diputada,despenalización,Undirected
despenalización,aborto,Undirected
aborto,puebla,Undirected
puebla,abortolegal,Undirected
gallardo,pity,Undirected
pity,juntos,Undirected
juntos,mimo,Undirected
q,lindo,Undirected
lindo,gallardo,Undirected
gallardo,dirigir,Undirected
dirigir,devuelta,Undirected
devuelta,pity,Undirected
pity,martinez,Undirected
video,denuncia,Undirected
denuncia,falsa,Undirected
altura,mpuntorajoy,Undirected
